,company,job_title,location,description
684,,,,
685,,,,
686,,,,
687,,,,
688,,,,
689,,,,
690,,,,
691,,,,
692,,,,
693,,,,
694,,,,
695,,,,
696,,,,
697,,,,
698,,,,
699,,,,
700,,,,
701,,,,
702,,,,
703,,,,
704,,,,
705,,,,
706,,,,
707,,,,
708,,,,
709,,,,
710,Truist,Lightstream Graphic and UI Designer,"San Diego, California, United States","The position is described below. If you want to apply, click the Apply button at the top or bottom of this page. You'll be required to create an account or sign in to an existing one.Need Help?If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Accessibility or call 877-891-2510 (accommodation requests only; other inquiries won't receive a response).Regular Or TemporaryRegularLanguage Fluency: English (Required)Work Shift1st shift (United States of America)Please Review The Following Job DescriptionThe Graphic and UI Designer will oversee implementation of the design management system for Lightstream.com and also work to fill the other needs of the marketing department including partner marketing, email, trade show booths, direct mail and others.Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time.Concept, refine and produce digital creative assets to support the development of LightStream.com.Concept, refine and produce other creative assets such as collateral, printed material, signage, etc. to support marketing initiatives for partners, direct mail, etc.Oversee the development of the DSM for LightStream.com and coach others in the use of tools like InVision and Sketch.Apply best-in-class practices, quality and creativity/innovation to the LightStream marketing program, in order to achieve successful results and continuous improvement.Contribute to maintaining the consistency of the LightStream brand across multiple channels.Coordinate with LightStream agency resources on work. Build relationships with teammates in various Truist business units to ensure open communication and consistent execution of the LightStream brand.Required QualificationsThe requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Proficiency in key design software including InVision and Sketch. Experience designing for responsive websites. Experience with UX design and UI best practices.Digital knowledge and experience is key, and print/other design experience is also important – broad base.Experience with print production.Strong design and communications skills. Strong creativity and design abilities/competencies. Solid analytical, problem solving, integrative thinking and creative thinking skills. Solid organizational and project management skills.Preferred QualificationsBachelor’s Degree in relevant field.Continuous education to keep up with emerging software, technology, design trends, etc.; Multimedia and video experience.Minimum 6 years of experience in similar roles – graphic and web design, production art.Consumer lending and/or financial services experience, interactive agency experience.Truist supports a diverse workforce and is an Equal Opportunity Employer who does not discriminate against individuals on the basis of race, gender, color, religion, national origin, age, sexual orientation, gender identity, disability, veteran status or other classification protected by law. Drug Free Workplace.EEO is the Law Pay Transparency Nondiscrimination Provision E-Verify Show more Show less Seniority level Entry level Employment type Full-time Job function Information Technology Industries Financial Services"
711,,,,
712,,,,
713,,,,
714,,,,
715,,,,
716,,,,
717,,,,
718,,,,
719,,,,
720,,,,
721,,,,
722,,,,
723,,,,
724,,,,
725,,,,
726,,,,
727,,,,
728,,,,
729,,,,
730,,,,
731,,,,
732,U.S.,UX Visual Designer,"Illinois, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionAt Bento (which is now a part of the U.S. Bank family), we believe there’s a better way for businesses to manage and control expenses. We genuinely care about people in everything we do, and we are dedicated to building the best possible products and experiences at every touchpoint for our customers.We are looking for a talented and passionate Visual UX designer who can thrive in a fast-paced environment and has a vast understanding of the end-to-end design process. You will enhance our user experience with an intuitive and friendly design based on analysis and creative patterns constructed to solve our customer’s needs. With your hands-on attitude, you'll work with the team through all parts of the design process, from concept development, design flows, interaction, and visual design, to final specs. You will work closely with the product and engineering teams to identify new improvement opportunities, implement innovative concepts, and create delightful new experiences.ResponsibilitiesDeeply understand our customers and users and be their championDesign seamless and intuitive user experiences across web and mobile interfaces Craft compelling sketches, user flows, wireframes, prototypes, and mockupsCreate consistent and cohesive design patternsPartner closely with product and engineering and contribute to the product visionEffectively communicate conceptual ideas and design rationaleBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/Experience/CompetenciesPrevious experience designing complex, multi-functional, large-scale applicationsStrong understanding of the modern web technology stackProficiency in industry UX/Visual design standards and prototyping tools such as Sketch, inVision, Photoshop, Figma, or equivalentStrong web & mobile design portfolio that showcases visual design and interaction design skillsDetail-oriented, user-centric mindset able to deconstruct complex issuesKnowledge of and ability to apply human behavior patterns for design recommendationsStoryteller with the ability to listen, present, and sell through empathetic visualsExperience transforming complex frames into simple flowsUnderstanding of information architecture, design patterns, and interaction designAbility to clearly and effectively communicate design processes, flows, ideas, rationale, and solutions to teams and stakeholdersExperience with receiving and implementing feedback and constructive criticism Familiar with tight deadlines, changing priorities, and multidisciplinary challengesAbility to stay up-to-date on best practices and industry trends in UX designExcellent interpersonal, written, and communication skillsUnderstands HTML, JavaScript, CSS, and other digital technologiesExperience creating style guides, pattern libraries, infographics, and iconographyFocused on research and data-driven recommendations Familiar with accessibility practicesProactive, goal-oriented individual who takes pride in what they doEntrepreneurial and intellectually curious people Interest in crafting intuitive banking experiences to solve real customer problemsProven experience designing for consumer-focused products in FinTech is a plusIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
733,,,,
734,,,,
735,,,,
736,,,,
737,,,,
738,,,,
739,,,,
740,,,,
741,,,,
742,,,,
743,,,,
744,,,,
745,,,,
746,,,,
747,,,,
748,,,,
749,,,,
750,,,,
751,,,,
752,,,,
753,,,,
754,,,,
755,,,,
756,,,,
757,,,,
758,,,,
759,,,,
760,,,,
761,,,,
762,,,,
763,,,,
764,,,,
765,,,,
766,,,,
767,,,,
768,,,,
769,,,,
770,,,,
771,,,,
772,,,,
773,,,,
774,,,,
775,,,,
776,,,,
777,,,,
778,,,,
779,,,,
780,,,,
781,U.S.,UX Visual Designer,"Illinois, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionAt Bento (which is now a part of the U.S. Bank family), we believe there’s a better way for businesses to manage and control expenses. We genuinely care about people in everything we do, and we are dedicated to building the best possible products and experiences at every touchpoint for our customers.We are looking for a talented and passionate Visual UX designer who can thrive in a fast-paced environment and has a vast understanding of the end-to-end design process. You will enhance our user experience with an intuitive and friendly design based on analysis and creative patterns constructed to solve our customer’s needs. With your hands-on attitude, you'll work with the team through all parts of the design process, from concept development, design flows, interaction, and visual design, to final specs. You will work closely with the product and engineering teams to identify new improvement opportunities, implement innovative concepts, and create delightful new experiences.ResponsibilitiesDeeply understand our customers and users and be their championDesign seamless and intuitive user experiences across web and mobile interfaces Craft compelling sketches, user flows, wireframes, prototypes, and mockupsCreate consistent and cohesive design patternsPartner closely with product and engineering and contribute to the product visionEffectively communicate conceptual ideas and design rationaleBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/Experience/CompetenciesPrevious experience designing complex, multi-functional, large-scale applicationsStrong understanding of the modern web technology stackProficiency in industry UX/Visual design standards and prototyping tools such as Sketch, inVision, Photoshop, Figma, or equivalentStrong web & mobile design portfolio that showcases visual design and interaction design skillsDetail-oriented, user-centric mindset able to deconstruct complex issuesKnowledge of and ability to apply human behavior patterns for design recommendationsStoryteller with the ability to listen, present, and sell through empathetic visualsExperience transforming complex frames into simple flowsUnderstanding of information architecture, design patterns, and interaction designAbility to clearly and effectively communicate design processes, flows, ideas, rationale, and solutions to teams and stakeholdersExperience with receiving and implementing feedback and constructive criticism Familiar with tight deadlines, changing priorities, and multidisciplinary challengesAbility to stay up-to-date on best practices and industry trends in UX designExcellent interpersonal, written, and communication skillsUnderstands HTML, JavaScript, CSS, and other digital technologiesExperience creating style guides, pattern libraries, infographics, and iconographyFocused on research and data-driven recommendations Familiar with accessibility practicesProactive, goal-oriented individual who takes pride in what they doEntrepreneurial and intellectually curious people Interest in crafting intuitive banking experiences to solve real customer problemsProven experience designing for consumer-focused products in FinTech is a plusIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
782,,,,
783,,,,
784,,,,
785,,,,
786,,,,
787,,,,
788,,,,
789,,,,
790,,,,
791,,,,
792,,,,
793,,,,
794,,,,
795,,,,
796,,,,
797,,,,
798,,,,
799,,,,
800,,,,
801,,,,
802,,,,
803,,,,
804,,,,
805,,,,
806,,,,
807,,,,
808,,,,
809,,,,
810,,,,
811,,,,
812,,,,
813,,,,
814,,,,
815,,,,
816,,,,
817,,,,
818,,,,
819,,,,
820,,,,
821,Photon,User Interface Designer,United States,"Hey There Creators!Who are we? For the past 20 years, we have powered many Digital Experiences for the Fortune 500. Since 1999, we have grown from a few people to more than 4000 team members across the globe that are engaged in various Digital Modernization. For a brief 1 minute video about us, you can check https://youtu.be/uJWBWQZEA6o.What will you do? What are we looking for?· Translate wireframes into mockups· Maintains and manages digital brand consistency including but not limited to typography, interface design, colors and best practices· Ensure exceptional and compliant design execution across all digital platforms· Present clear ideas and concepts to clients and other team members· Involvement in all phases of project lifecycle including requirements gathering, user analysis, IA, UI design, testing and implementation· Create mockups and iterate with clients based on desired features· Creation of prototypesDESIGN TOOLS· Adobe Creative Suite (Photoshop, Illustrator, InDesign, Acrobat)· Sketch, Zeplin PROTOTYPING TOOLS· PowerPoint· InVision· Figma COLLABORATION TOOLS· Abstract COMMUNICATION PLATFORM· Microsoft Teams Show more Show less Seniority level Mid-Senior level Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries IT Services and IT Consulting and Design Services"
822,,,,
823,,,,
824,Adecco,Remote User Interface Designer,"Maryland, United States","Direct message the job poster from Adecco Shlomo Vidal Staffing, Music & Technology, Good Conversations, Great Career Opportunities The Adecco Creative & Marketing team is currently looking for a UX/UI (heavy on the UI) designer for a Leading Educational Publishing Company! The position is fully remote as well as project based so it will easily fit into your schedule! If you're interested please apply to this post with a resume and a portfolio including webpage design. We are looking to move forward with candidates quickly so if you're looking for something immediate, this is a perfect role for you.RequirementsAdvanced skills with Adobe XDExperience in exporting XD to HTML (bonus if you are able to adapt/troubleshoot for responsiveness)ProjectsLanding Page XD Files.For this project, we would be looking for someone to create XD files based on our style guide and existing components. We are looking for someone who is skilled with XD and can create organized, clean, intuitive files that a designer could use to mix and match the components to create the layout they need as various Landing Page needs arise. Ideally, these files would cleanly export to HTML.Modifications to pages on our current website, already in productionThere are various child pages that need some attention. I would provide in-progress XD files along with feedback. Show more Show less Seniority level Mid-Senior level Employment type Contract Job function Design, Art/Creative, and Information Technology Industries Book and Periodical Publishing and Primary and Secondary Education"
825,Amazon,Visual UI Designer,"New York, New York, United States","Job SummaryDESCRIPTIONThe AWS Analytics team designs and delivers the next generation suite of business analytics tools such as Amazon QuickSight, Amazon FinSpace, and AWS Glue Databrew. We empower technical and non-technical users in every industry with “low-code” and “no-code” analytics solutions. We constantly innovate ways to deliver faster, more intuitive, and more actionable insights at a massive scale. We are re-inventing business intelligence with the goal of allowing everyone to make data-driven decisions. Our customers include startups and Fortune 500 companies.To help us delight our customers, we are seeking a talented, creative, and customer-obsessed Visual Designer to be the key voice in defining the brand identity and visual language of our enterprise-class application through UI, art direction, graphic design, and motion design.Key job responsibilitiesYou will be part of a world-class team in a fast-paced environment that has the entrepreneurial feel of a start-up. Each day, hundreds of thousands of developers harness the power of Amazon Web Services (AWS) to enable innovative applications, websites, and businesses. You will have a significant impact on our business as you take a leadership role in setting the creative strategy for this new collection of products and services.You will also drive our creative strategy by working with key stakeholders to prioritize and maximize resources, scoping projects, and communicating trade-offs when appropriate. You will be part of a multidisciplinary team of designers, researchers, and design technologists who seek to harness the power of the AWS cloud into an everyday tool for data management, analysis and collaboration through a human-centered design process.A day in the lifeThe ideal candidate will thrive in collaboration with UX designers, product managers, marketing managers, and other visual designers to create and maintain a cohesive visual identity for our new service across all customer touch-points. You are a problem solver with strong bias for action, always ready to be hands-on to visualize solutions. You take a customer-centered approach to define how visual design works across contexts, devices and domains, while being able to dive deep into identity, layout, typography, UI, motion design, and other components of visual brand expression. You proactively work on behalf of the team to create clarity in the face of ambiguity.Basic Qualifications 6+ years of professional experience as a UI designer or interaction designer, visual designer, creative director, art director, or similar role An online portfolio or samples of work on resume, demonstrating experience creating great end-to-end, user-centered design solutions and patterns, across desktop and mobile devices. Experience working in a product lifecycle with front-end and back-end engineering teams. Estimate, organize, and track components within an atomic design system. Bachelor’s or equivalent degree in graphic design or related field or equivalent professional experience within a design fieldPreferred Qualifications Exceptional creative concepting, development, and design skills, Experience creating brand guidelines and UX design systems Deep understanding of typography, design principles, trends and best practices across enterprise software Excellent communication, collaboration, and presentation skills Relentless desire for innovation, balanced with business and user interaction priorities A self-starter with the ability to navigate ambiguous situations and thrive in a fast-paced, start-up environment An understanding of how to advocate for customers and integrate user research in the creative process Curiosity to dig several layers deep into success metrics, have an innate desire to understand key drivers Basic knowledge of UX and front-end web design processes and accessibility standardsAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.Company - Amazon Dev Center U.S., Inc.Job ID: A1905213 Show more Show less Seniority level Not Applicable Employment type Full-time Job function Art/Creative and Design Industries IT Services and IT Consulting, Software Development, and Internet Publishing"
826,,,,
827,,,,
828,,,,
829,,,,
830,McCann,Junior User Interface Designer,"New York, New York, United States","This opportunity is to join McCann New York, the flagship office of the global McCann network, as a UI Designer primarily focused on digital projects across many of McCann’s clients. The UI designer will join a team responsible for producing digital and experiential advertising projects. You will partner closely with a UX architect in order to deliver conceptual and production quality user interfaces for both websites and occasionally brand experiences. Responsibilities:· Create conceptual and production quality User Interfaces and digital assets for web, be that components, full pages, user journeys, or entire websites.· Able to work across websites, apps, and interfaces within installations/activations which could vary across the UI/design spectrum.· Design, produce and detail UI assets ready for developer hand-off.· Work with UX consultants to ideate, conceptualize and feed into the UX strategy.· Support the digital team in the discovery phase of projects, assisting with identification of the creative and visual design strategy.· Champion digital creative excellence, upskilling the team and push the boundaries of creative output for the department.· Experience executing interfaces; working within the defined user experience and brand guidelines to fulfil strategic goals translating brand identity across digital touchpoints. About you:· You are highly collaborative and thrive on working in close partnerships with UX consultants and developers to design effective experiences but are equally comfortable working independently on multiple smaller projects.· You will have excellent communication skills visually, verbally and in written format enabling you to convey your design intentions and rationale, whether that be to internal account teams, or with clients.· Proven creative problem solver experienced in dealing with digital channel limitations and marketing requirements. · You will naturally have a high attention to detail with pixel perfect consistency a given, and technical design knowledge including typography, layout principles, mobile and UI best practice, asset optimization, and accessibility considerations.· You will have skills in Adobe Creative Suite and ideally Adobe XD, able to efficiently craft user interfaces, scalable design systems, and create low functional fidelity prototypes. Experience in Sketch, Figma, Axure, ProtoPie or other design and prototyping tools including HTML & CSS would be a bonus.· You will have an excellent UI portfolio that communicates the visual decision-making process you and your team arrived at in response to end user goals and business requirements.· You will be curious about understanding user behavior and the audience you design user interfaces for, with a genuine passion in developing your knowledge of usability and user experience.· You will have a strong interest in digital beyond the web and keep up to date with the latest advancements through active involvement in the design community.· 2+ years of experience as a UI Designer preferred McCann is an EEO M/F/Disability/Vet EmployerParticipant in E-Verify Show more Show less Seniority level Associate Employment type Temporary Job function Design, Art/Creative, and Information Technology Industries Advertising Services"
831,,,,
832,,,,
833,Ana,Associate UI/UX Designer,"Brooklyn, New York, United States","Ana Luisa is a Brooklyn-based e-commerce jewelry brand with a simple, but clearcut idea that high quality jewelry shouldn't cost the planet. We believe that how we create our pieces matters just as much as why people wear them and that luxury shouldn't be defined so narrowly and designed for so few. We design, craft and deliver exceptional everyday pieces for everyone, priced fairly and produced ethically to create a positive impact for both people and the planet.As part of the growing Digital Product Team, the Associate UI/UX Designer will continually find ways to improve the customer experience on AnaLuisa.com. You will use research and data to help drive the overall UX strategy, working closely with the rest of the Digital Product team.The ideal candidate is a human-centered problem solver who enjoys taking a data-driven, iterative approach to improving the user experience.Where You Will Make an ImpactCreate user flows, mockups, and prototypes using old-school tools (pen and paper, notecards, whiteboards) and new-school ones, too (Figma)Identify key areas that can be enhanced and justify your recommendations with research, inspiration, and both quantitative and qualitative dataBalance user-, design-, and business-oriented goals while continually striving to improve the overall customer experienceObserve usability tests to help guide your designs and reach the best possible solutionsCreate & iterate on designs to match customer requirements and recommendationsCreate and update A/B Testing experiences (design + results) to deliver a best-in-class experienceMaintain Accessibility (ADA & WCAG 2) standards across all of AnaLuisa.comWork closely with engineering to ensure web designs and functionality are correctly built and brought to lifeQualificationsDigital portfolio showcasing UX design, processes, decision-making, and creative problem solving requiredDemonstrated proficiency in Figma, style guides, design systems, and brand standards is preferredExperience with Project Management platforms and working with developers in an agile work process is preferredAbility to translate company goals and objectives into digital experiences based on customer research and metricsAble to handle multiple projects simultaneously with the ability to pivot for last-minute ad-hoc requestsHigh level of attention to detail and accuracyPassion for brand, strong visual and graphic design skills for e-commercePrior e-commerce experience or exposure to e-commerce a plusOur BenefitsHealth Insurance and Wellness: 100% Employer-paid health plan (Medical, Dental, Vision); Unlimited Sick daysVacation and Time Off: Unlimited PTO; Flexible WFH policy Brand Perks: Employee discount; Welcome gift cardOffice perks: Catered breakfasts on Fridays; Fully-stocked kitchen filled with unlimited fruits, snacks and beveragesEvents: Annual company retreat; Office lunches; In-office eventsVolunteer Opportunities: Daily Charity give-back action sponsored by the company; Monthly volunteering optionsOthers: Commuter benefits; Fun & friendly company culture, 401K matching Show more Show less Seniority level Entry level Employment type Full-time Job function Other Industries Retail Apparel and Fashion"
834,,,,
835,,,,
836,,,,
837,,,,
838,,,,
839,,,,
840,,,,
841,U.S.,UX Visual Designer,"Chicago, Illinois, United States","At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.Job DescriptionResponsible for defining and executing visual communication strategies that tell the story of the work of the Service Design Strategy team. The Service Design Team helps teams understand the customer’s experiences and collaborates to design new experiences that meet customer’s needs. You will be an integral part of the team and will participate in the design process itself including: research, synthesis, opportunity definition, concept development and prototype development.Through your work you will be designing, shaping and improving the customer and employee experiences. You will consider the effects of typography, space, layouts, color illustrations and photography on the experience of and usability of products and services. You will also combine a thorough knowledge of current design trends, and a working knowledge of front-end development to interface across a variety of digital products.Responsibilities IncludeCreates Journey Maps, Concept Storyboards, Prototypes and other necessary visualsCreates other artifacts as needed to communicate the work of the Service Design TeamCreates accessible interaction modules, screen layouts, style guides, pattern libraries, images, icons and other visual elements for projectsApplies and updates existing brand (visual and interaction) standards to accommodate new products and campaignsPresents and communicates design and design goals to teammates and partnersValidates code is built as designed during projects (according to brand standards, style guides and pattern libraries)Reviews artifacts and deliverables from peer designers to ensure they accurately represent the U.S. Bank brandCollaboratively partners with internal peers (visual designers, content writers, accessibility consultants, researchers, prototypers, and strategists) to create world class customer experiencesFormally observes user interviews and usability sessions with the possibility of conducting interviews as wellBasic Qualifications Bachelor's degree, or equivalent experience Three to five years of related work experience, such as UX or digital industryPreferred Skills/ExperienceThorough knowledge of and experience with UX best practices, service design process and framework, and experience in workshop and co-creationsThorough knowledge of website architecture, interactive design principles, web usability, and online marketing and business needsExperience with user-centered design from concept to deliveryExperience/familiarity with CSS and responsive designSkilled with design /interaction / transition / motion design (portfolio required)Experience creating style guides for development teamsExperience working in a cross-channel environment, including desktop/laptop, mobile, devices and brick-and-mortar locationsExperience collaborating with large teamsStrong communication and presentation skillsThorough knowledge of UX best practicesAbility to problem-solve and work independentlyIf there’s anything we can do to accommodate a disability during any portion of the application or hiring process, please refer to our disability accommodations for applicants.BenefitsTake care of yourself and your family with U.S. Bank employee benefits. We know that healthy employees are happy employees, and we believe that work/life balance should be easy to achieve. That's why we share the cost of benefits and offer a variety of programs, resources and support you need to bring your full self to work and stay present and committed to the people who matter most - your family.Learn all about U.S. Bank employee benefits, including tuition reimbursement, retirement plans and more, by visiting usbank.com/careers.EEO is the LawApplicants can learn more about the company’s status as an equal opportunity employer by viewing the federal EEO is the Law poster.E-VerifyU.S. Bank participates in the U.S. Department of Homeland Security E-Verify program in all facilities located in the United States and certain U.S. territories. The E-Verify program is an Internet-based employment eligibility verification system operated by the U.S. Citizenship and Immigration Services. Learn more about the E-Verify program.Due to legal requirements, U.S. Bank requires that the successful candidate hired for some positions be fully-vaccinated for COVID-19, absent being granted an accommodation due to a medical condition, pregnancy, or sincerely held religious belief or other legally required exemption. For these positions, as part of the conditional offer of employment, the successful candidate will be asked to provide proof of vaccination or approval for an accommodation or exemption upon hire. Show more Show less Seniority level Associate Employment type Full-time Job function Design, Art/Creative, and Information Technology Industries Credit Intermediation"
842,,,,
843,,,,
844,,,,
845,Microsoft,User experience: Full Time Opportunities for University Graduates,"Redmond, Washington, United States","Every year, we welcome thousands of university graduates from every corner of the world to join Microsoft. You bring your aspirations, talent, potential—and excitement for the journey ahead.At Microsoft, our mission is to empower every person and every organization on the planet to achieve more and when you begin your career with us, we empower you through the Microsoft Aspire Experience. Those hired into this role are invited to participate in this two-year learning and development experience where you'll build your network, cultivate intentional capabilities and gain perspective into the career opportunities across Microsoft’s many exciting businesses.We’re a company of learn-it-all’s rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.Are you ready to join us and create the future? Come as you are, do what you love—start your journey with us today!Applications to these opportunities are considered for all available User Experience roles including the ones described below.User Experience DesignerInnovate and improve some of the most popular software products in the world. Our mission is to think end-to-end about the user experience, both broadly and deeply. Giving end users an experience without problems isn’t good enough; we want the experience to be immersive and pleasing for each and every customer. We need to know our users and understand their perceptions, desires, needs, frustrations, environments and problems related to Microsoft devices and services.User Experience ResearcherOur mission is to think end-to-end about the user experience, both broadly and deeply. Giving end users an experience without problems isn’t good enough; we want the experience to be immersive and pleasing for each and every customer. We need to know our users and understand their perceptions, desires, needs, frustrations, environments and problems related to Microsoft devices and services. We need people who are passionate about finding creative ways to evangelize the rich research data we have to both internal and external audiences, and who want to drive the results of those communications to the final experience.ResponsibilitiesUser experience designerAs a User Experience designer, you are responsible for driving cross-team collaboration with the world’s best user experience researchers, program managers, product planners and developers from the early stages of planning through implementation. You’ll need to think strategically, be creative and negotiate design solutions in relation to business goals. Using your abilities to identify new opportunities and generate innovative ideas, you will influence the design direction and make our already popular products even more successful.User Experience ResearcherAs a User Experience researcher, you are responsible for driving cross-team collaboration with the world’s best user experience designer, program managers, product planners and developers from the early stages of planning through implementation. You’ll need to think strategically, be creative and negotiate design solutions in relation to business goals.QualificationsA bachelor’s, master’s, or PhD degree in computer science, human-computer interaction, industrial, or graphic design or related field, within 12 months of graduation or already graduated.Ability to apply strategic, business-building approach to user experience designs while integrating user research and usability evaluation throughout.Strong problem-solving skills with balanced interaction and visual design skills.One or two years of work experience or classroom experience evolving design solutions from hand sketched ideas to interactive director, HTML or flash prototypes.One or two years of practical work experience in JavaScript, Lingo and ActionScript knowledge preferred.Excellent communication and presentation skills as well as self-confidence.Knowledge of methods for gathering and analyzing UX research data.The ability to solve complex UI design problems, take action and drive for results in a multi-disciplinary teamUser experience design applicants - you must include a link to your online portfolio ON your resume. (For user experience research candidates, this is not required, but is welcomed.)Visit our Careers FAQ Page to learn more about the interview process and answers to commonly asked questions.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work. Show more Show less Seniority level Not Applicable Employment type Full-time Job function Other Industries IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
846,,,,
847,,,,
848,,,,
849,,,,
